*******************************************************************************
Database: 11702002
Sequence: CG5-1702-002
File size: 179712
Database effective from 02 FEB 2017 to 02 MAR 2017
Report compiled on Monday Dec 25 2023
OneNav+ Version: 1.18.0
*******************************************************************************
HONEYWELL PROPRIETARY AND CONFIDENTIAL
COPYRIGHT © 2011-2023
HONEYWELL INTERNATIONAL INC.
UNPUBLISHED WORK. ALL RIGHTS RESERVED 
*******************************************************************************
Summary
-------------------------
Table Name,Record Count
Airports,97
Airways,2135
Airway Legs,17205
Alternates,0
Company Routes,0
Company Route Legs,0
FuelPolicy,8
Airline Policy,0
HoldingPatterns,0
Gates,0
GridMORA,0
Navaids,1131
NDBs,264
Procedures ,5146
Procedure Legs,21583
Runways,286
Waypoints,9082

Airports
-------------------------
Ident,RevCode,Latitude,Longitude,MagVar,Elevation,SpeedLimitCoded,SpeedLimit,SpeedLimitAltitude,TransAltitude,ProceduresExist,RunwaysExist,GatesExist,AlternatesExist,ICAO,MaxRunwayLength,SIDs,STARs,Approaches,EOSIDs
URMM,MARA4W,B, ,STARCR,30,7000,CI30,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-49.02,E043-15-35.99,,,,,MARA4W,,,
URMM,RESL2C,B, ,STARCR,12,7000,RESLO,WPT, ,IF, , ,,,FL120A,,FL200B,,, , ,,,,,N43-57-00.00,E042-37-30.00,,,,,RESL2C,,,
URMM,RESL2C,B, ,STARCR,12,7000,084TP,WPT, ,TF, , ,,,FL080A,,FL200B,,, , ,,,,,N44-10-22.03,E042-54-00.01,,,,,RESL2C,,,
URMM,RESL2C,B, ,STARCR,12,7000,MD,NDB, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-15-37.12,E043-00-32.19,,,,,RESL2C,,,
URMM,RESL2R,B, ,STARCR,12,7000,RESLO,WPT, ,IF, , ,,,FL120A,,FL200B,,, , ,,,,,N43-57-00.00,E042-37-30.00,,,,,RESL2R,,,
URMM,RESL2R,B, ,STARCR,12,7000,MW024,WPT, ,TF, , ,,,FL080A,,FL200B,,, , ,,,,,N44-09-36.99,E042-56-08.01,,,,,RESL2R,,,
URMM,RESL2R,B, ,STARCR,12,7000,MNW,VOR, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-14-22.65,E043-03-12.79,,,,,RESL2R,,,
URMM,RESL2R,B, ,STARCR,12,7000,MW008,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-19-32.03,E043-03-13.02,,,,,RESL2R,,,
URMM,RESL2R,B, ,STARCR,12,7000,MW005,WPT, ,TF, , ,,,3010A,,,,, , ,,,,,N44-22-56.97,E042-55-36.03,,,,,RESL2R,,,
URMM,RESL2R,B, ,STARCR,12,7000,MW003,WPT, ,TF, , ,,,3010A,,,,, , ,,,,,N44-19-15.96,E042-52-22.98,,,,,RESL2R,,,
URMM,RESL2R,B, ,STARCR,12,7000,MW002,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-17-23.03,E042-56-35.97,,,,,RESL2R,,,
URMM,RESL2V,B, ,STARCR,12,7000,RESLO,WPT, ,IF, , ,,,FL120A,,FL200B,,, , ,,,,,N43-57-00.00,E042-37-30.00,,,,,RESL2V,,,
URMM,RESL2V,B, ,STARCR,12,7000,MW021,WPT, ,TF, , ,,,FL080A,,FL200B,,, , ,,,,,N44-04-47.00,E042-48-57.97,,,,,RESL2V,,,
URMM,RESL2V,B, ,STARCR,12,7000,----, , ,CI, , ,37.00,,,,,,, , ,,,,,,,,,,,RESL2V,,,
URMM,RESL2V,B, ,STARCR,12,7000,D281L,WPT,R,AF, , ,217.00,,3010,,,,,MNW,,,,,,N44-17-57.02,E042-47-42.96,N44-14-22.65,E043-03-12.79,117.10,E07.0,RESL2V,,,
URMM,RESL2W,B, ,STARCR,12,7000,RESLO,WPT, ,IF, , ,,,FL120A,,FL200B,,, , ,,,,,N43-57-00.00,E042-37-30.00,,,,,RESL2W,,,
URMM,RESL2W,B, ,STARCR,12,7000,D243O,WPT, ,TF, , ,,,FL060A,,FL200B,,, , ,,,,,N44-10-06.04,E042-43-46.97,,,,,RESL2W,,,
URMM,RESL2W,B, ,STARCR,12,7000,D275L,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-17-43.03,E042-47-34.00,,,,,RESL2W,,,
URMM,RESL2W,B, ,STARCR,12,7000,D289K,WPT, ,TF, ,Y,,,3010,,,,, , ,,,,,N44-19-06.00,E042-48-48.00,,,,,RESL2W,,,
URMM,RESL2W,B, ,STARCR,12,7000,CI12,WPT, ,CF, , ,114.96,,3010,,,5.00,,MNW,,,,,,N44-18-27.99,E042-54-10.98,N44-14-22.65,E043-03-12.79,117.10,E07.0,RESL2W,,,
URMM,RESL4C,B, ,STARCR,30,7000,RESLO,WPT, ,IF, , ,,,FL120A,,FL200B,,, , ,,,,,N43-57-00.00,E042-37-30.00,,,,,RESL4C,,,
URMM,RESL4C,B, ,STARCR,30,7000,084TP,WPT, ,TF, , ,,,FL080A,,FL200B,,, , ,,,,,N44-10-22.03,E042-54-00.01,,,,,RESL4C,,,
URMM,RESL4C,B, ,STARCR,30,7000,MD,NDB, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-15-37.12,E043-00-32.19,,,,,RESL4C,,,
URMM,RESL4R,B, ,STARCR,30,7000,RESLO,WPT, ,IF, , ,,,FL120A,,FL200B,,, , ,,,,,N43-57-00.00,E042-37-30.00,,,,,RESL4R,,,
URMM,RESL4R,B, ,STARCR,30,7000,MW024,WPT, ,TF, , ,,,FL080A,,FL200B,,, , ,,,,,N44-09-36.99,E042-56-08.01,,,,,RESL4R,,,
URMM,RESL4R,B, ,STARCR,30,7000,MNW,VOR, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-14-22.65,E043-03-12.79,,,,,RESL4R,,,
URMM,RESL4R,B, ,STARCR,30,7000,MW017,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-16-37.99,E043-09-40.03,,,,,RESL4R,,,
URMM,RESL4R,B, ,STARCR,30,7000,MW013,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-11-39.97,E043-20-37.02,,,,,RESL4R,,,
URMM,RESL4R,B, ,STARCR,30,7000,MW014,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-00.00,E043-17-24.99,,,,,RESL4R,,,
URMM,RESL4R,B, ,STARCR,30,7000,MW016,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-09-49.97,E043-13-20.96,,,,,RESL4R,,,
URMM,RESL4V,B, ,STARCR,30,7000,RESLO,WPT, ,IF, , ,,,FL120A,,FL200B,,, , ,,,,,N43-57-00.00,E042-37-30.00,,,,,RESL4V,,,
URMM,RESL4V,B, ,STARCR,30,7000,D217G,WPT, ,TF, , ,,,FL080A,,FL200B,,, , ,,,,,N44-09-36.99,E042-56-08.01,,,,,RESL4V,,,
URMM,RESL4V,B, ,STARCR,30,7000,MNW,VOR, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-14-22.65,E043-03-12.79,,,,,RESL4V,,,
URMM,RESL4V,B, ,STARCR,30,7000,D091J,WPT, ,TF, ,Y,,,,,,,, , ,,,,,N44-13-05.02,E043-16-24.97,,,,,RESL4V,,,
URMM,RESL4V,B, ,STARCR,30,7000,D102L,WPT, ,DF, , ,,,3020,,,,, , ,,,,,N44-10-23.03,E043-19-30.98,,,,,RESL4V,,,
URMM,RESL4W,B, ,STARCR,30,7000,RESLO,WPT, ,IF, , ,,,FL120A,,FL200B,,, , ,,,,,N43-57-00.00,E042-37-30.00,,,,,RESL4W,,,
URMM,RESL4W,B, ,STARCR,30,7000,DME07,WPT, ,TF, , ,,,FL080A,,FL200B,,, , ,,,,,N44-09-36.99,E042-56-08.01,,,,,RESL4W,,,
URMM,RESL4W,B, ,STARCR,30,7000,MNW,VOR, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-14-22.65,E043-03-12.79,,,,,RESL4W,,,
URMM,RESL4W,B, ,STARCR,30,7000,D091J,WPT, ,TF, ,Y,,,,,,,, , ,,,,,N44-13-05.02,E043-16-24.97,,,,,RESL4W,,,
URMM,RESL4W,B, ,STARCR,30,7000,D107L,WPT, ,DF, , ,,,,,,,, , ,,,,,N44-09-18.99,E043-18-34.97,,,,,RESL4W,,,
URMM,RESL4W,B, ,STARCR,30,7000,D113K,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-34.03,E043-16-54.01,,,,,RESL4W,,,
URMM,RESL4W,B, ,STARCR,30,7000,CI30,WPT, ,CF, , ,294.96,,3020,,,1.00,,MNW,,,,,,N44-08-49.02,E043-15-35.99,N44-14-22.65,E043-03-12.79,117.10,E07.0,RESL4W,,,
URMM,SULO2C,B, ,STARCR,12,7000,SULOD,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-35-28.97,E042-39-55.00,,,,,SULO2C,,,
URMM,SULO2C,B, ,STARCR,12,7000,MD,NDB, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-15-37.12,E043-00-32.19,,,,,SULO2C,,,
URMM,SULO2R,B, ,STARCR,12,7000,SULOD,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-35-28.97,E042-39-55.00,,,,,SULO2R,,,
URMM,SULO2R,B, ,STARCR,12,7000,MW004,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-25-50.00,E042-50-37.00,,,,,SULO2R,,,
URMM,SULO2R,B, ,STARCR,12,7000,MW003,WPT, ,TF, , ,,,3010A,,,,, , ,,,,,N44-19-15.96,E042-52-22.98,,,,,SULO2R,,,
URMM,SULO2R,B, ,STARCR,12,7000,MW002,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-17-23.03,E042-56-35.97,,,,,SULO2R,,,
URMM,SULO2V,B, ,STARCR,12,7000,SULOD,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-35-28.97,E042-39-55.00,,,,,SULO2V,,,
URMM,SULO2V,B, ,STARCR,12,7000,MW004,WPT, ,TF, , ,,,3010A,,,,, , ,,,,,N44-25-50.00,E042-50-37.00,,,,,SULO2V,,,
URMM,SULO2W,B, ,STARCR,12,7000,SULOD,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-35-28.97,E042-39-55.00,,,,,SULO2W,,,
URMM,SULO2W,B, ,STARCR,12,7000,D297H,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-19-00.98,E042-53-25.01,,,,,SULO2W,,,
URMM,SULO2W,B, ,STARCR,12,7000,CI12,WPT, ,CF, , ,114.96,,3010,,,2.00,,MNW,,,,,,N44-18-27.99,E042-54-10.98,N44-14-22.65,E043-03-12.79,117.10,E07.0,SULO2W,,,
URMM,SULO4C,B, ,STARCR,30,7000,SULOD,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-35-28.97,E042-39-55.00,,,,,SULO4C,,,
URMM,SULO4C,B, ,STARCR,30,7000,MD,NDB, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-15-37.12,E043-00-32.19,,,,,SULO4C,,,
URMM,SULO4R,B, ,STARCR,30,7000,SULOD,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-35-28.97,E042-39-55.00,,,,,SULO4R,,,
URMM,SULO4R,B, ,STARCR,30,7000,MW004,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-25-50.00,E042-50-37.00,,,,,SULO4R,,,
URMM,SULO4R,B, ,STARCR,30,7000,MW017,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-16-37.99,E043-09-40.03,,,,,SULO4R,,,
URMM,SULO4R,B, ,STARCR,30,7000,MW013,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-11-39.97,E043-20-37.02,,,,,SULO4R,,,
URMM,SULO4R,B, ,STARCR,30,7000,MW014,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-00.00,E043-17-24.99,,,,,SULO4R,,,
URMM,SULO4R,B, ,STARCR,30,7000,MW016,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-09-49.97,E043-13-20.96,,,,,SULO4R,,,
URMM,SULO4V,B, ,STARCR,30,7000,SULOD,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-35-28.97,E042-39-55.00,,,,,SULO4V,,,
URMM,SULO4V,B, ,STARCR,30,7000,MW004,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-25-50.00,E042-50-37.00,,,,,SULO4V,,,
URMM,SULO4V,B, ,STARCR,30,7000,----, , ,CI, , ,135.00,,,,,,, , ,,,,,,,,,,,SULO4V,,,
URMM,SULO4V,B, ,STARCR,30,7000,D102L,WPT,R,AF, , ,315.00,,3020,,,,,MNW,,,,,,N44-10-23.03,E043-19-30.98,N44-14-22.65,E043-03-12.79,117.10,E07.0,SULO4V,,,
URMM,SULO4W,B, ,STARCR,30,7000,SULOD,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-35-28.97,E042-39-55.00,,,,,SULO4W,,,
URMM,SULO4W,B, ,STARCR,30,7000,D093K,WPT, ,TF, ,Y,,,3020,,,,, , ,,,,,N44-12-30.03,E043-18-48.03,,,,,SULO4W,,,
URMM,SULO4W,B, ,STARCR,30,7000,D107L,WPT, ,DF, , ,,,,,,,, , ,,,,,N44-09-18.99,E043-18-34.97,,,,,SULO4W,,,
URMM,SULO4W,B, ,STARCR,30,7000,D113K,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-34.03,E043-16-54.01,,,,,SULO4W,,,
URMM,SULO4W,B, ,STARCR,30,7000,CI30,WPT, ,CF, , ,294.96,,3020,,,1.00,,MNW,,,,,,N44-08-49.02,E043-15-35.99,N44-14-22.65,E043-03-12.79,117.10,E07.0,SULO4W,,,
URMM,TERL2C,B, ,STARCR,12,7000,TERLO,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-09-28.03,E043-32-28.01,,,,,TERL2C,,,
URMM,TERL2C,B, ,STARCR,12,7000,MD,NDB, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-15-37.12,E043-00-32.19,,,,,TERL2C,,,
URMM,TERL2R,B, ,STARCR,12,7000,TERLO,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-09-28.03,E043-32-28.01,,,,,TERL2R,,,
URMM,TERL2R,B, ,STARCR,12,7000,MW008,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-19-32.03,E043-03-13.02,,,,,TERL2R,,,
URMM,TERL2R,B, ,STARCR,12,7000,MW005,WPT, ,TF, , ,,,3010A,,,,, , ,,,,,N44-22-56.97,E042-55-36.03,,,,,TERL2R,,,
URMM,TERL2R,B, ,STARCR,12,7000,MW003,WPT, ,TF, , ,,,3010A,,,,, , ,,,,,N44-19-15.96,E042-52-22.98,,,,,TERL2R,,,
URMM,TERL2R,B, ,STARCR,12,7000,MW002,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-17-23.03,E042-56-35.97,,,,,TERL2R,,,
URMM,TERL2V,B, ,STARCR,12,7000,TERLO,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-09-28.03,E043-32-28.01,,,,,TERL2V,,,
URMM,TERL2V,B, ,STARCR,12,7000,D113G,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-10-52.00,E043-11-45.02,,,,,TERL2V,,,
URMM,TERL2V,B, ,STARCR,12,7000,MNW,VOR, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-14-22.65,E043-03-12.79,,,,,TERL2V,,,
URMM,TERL2V,B, ,STARCR,12,7000,D327H,WPT, ,TF, ,Y,,,,,,,, , ,,,,,N44-21-21.03,E042-58-20.02,,,,,TERL2V,,,
URMM,TERL2V,B, ,STARCR,12,7000,D312J,WPT, ,DF, , ,,,3010,,,,, , ,,,,,N44-21-42.96,E042-54-30.98,,,,,TERL2V,,,
URMM,TERL2W,B, ,STARCR,12,7000,TERLO,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-09-28.03,E043-32-28.01,,,,,TERL2W,,,
URMM,TERL2W,B, ,STARCR,12,7000,D325I,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-22-14.02,E042-57-10.04,,,,,TERL2W,,,
URMM,TERL2W,B, ,STARCR,12,7000,D318J,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-22-18.96,E042-55-33.01,,,,,TERL2W,,,
URMM,TERL2W,B, ,STARCR,12,7000,D305I,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-20-30.97,E042-53-28.03,,,,,TERL2W,,,
URMM,TERL2W,B, ,STARCR,12,7000,D297H,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-19-00.98,E042-53-25.01,,,,,TERL2W,,,
URMM,TERL2W,B, ,STARCR,12,7000,CI12,WPT, ,CF, , ,114.96,,3010,,,2.00,,MNW,,,,,,N44-18-27.99,E042-54-10.98,N44-14-22.65,E043-03-12.79,117.10,E07.0,TERL2W,,,
URMM,TERL4C,B, ,STARCR,30,7000,TERLO,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-09-28.03,E043-32-28.01,,,,,TERL4C,,,
URMM,TERL4C,B, ,STARCR,30,7000,MD,NDB, ,TF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-15-37.12,E043-00-32.19,,,,,TERL4C,,,
URMM,TERL4R,B, ,STARCR,30,7000,TERLO,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-09-28.03,E043-32-28.01,,,,,TERL4R,,,
URMM,TERL4R,B, ,STARCR,30,7000,MW014,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-00.00,E043-17-24.99,,,,,TERL4R,,,
URMM,TERL4R,B, ,STARCR,30,7000,MW016,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-09-49.97,E043-13-20.96,,,,,TERL4R,,,
URMM,TERL4V,B, ,STARCR,30,7000,TERLO,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-09-28.03,E043-32-28.01,,,,,TERL4V,,,
URMM,TERL4V,B, ,STARCR,30,7000,D113K,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-34.03,E043-16-54.01,,,,,TERL4V,,,
URMM,TERL4V,B, ,STARCR,30,7000,FD30,WPT, ,CF, , ,294.96,,3020,,,2.00,,MNW,,,,,,N44-09-49.97,E043-13-20.96,N44-14-22.65,E043-03-12.79,117.10,E07.0,TERL4V,,,
URMM,TERL4W,B, ,STARCR,30,7000,TERLO,WPT, ,IF, , ,,,FL070A,,FL200B,,, , ,,,,,N44-09-28.03,E043-32-28.01,,,,,TERL4W,,,
URMM,TERL4W,B, ,STARCR,30,7000,D113K,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-34.03,E043-16-54.01,,,,,TERL4W,,,
URMM,TERL4W,B, ,STARCR,30,7000,CI30,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-08-49.02,E043-15-35.99,,,,,TERL4W,,,
URMM,ILS12,B, ,APP,12,7000,CI12,WPT, ,IF, , ,,,3010,,,,, , ,,,,,N44-18-27.99,E042-54-10.98,,,,,ILS12,,,
URMM,ILS12,B, ,APP,12,7000,FI12,WPT, ,CF, , ,114.96,,3010,,3010,2.00,,IMD,,-2.99,,,,N44-17-23.03,E042-56-35.97,N44-12-52.51,E043-06-36.03,111.70,E07.0,ILS12,,,
URMM,ILS12,B, ,APP,12,7000,RW12,RWY, ,CF,Y, ,114.96,,1090,,,6.10,,IMD,,-2.99,,,,N44-14-10.14,E043-03-44.46,N44-12-52.51,E043-06-36.03,111.70,E07.0,ILS12,,,
URMM,ILS12,B, ,APP,12,7000,RW12,RWY, ,FA, , ,114.96,,1700A,,,,,KTS,,,,,,N44-14-10.14,E043-03-44.46,N42-10-32.59,E042-29-05.27,113.60,E06.0,ILS12,,,
URMM,ILS12,B, ,APP,12,7000,154MD,WPT,L,CF, , ,294.96,,3010A,,,10.00,,MNW,,,,,,N44-22-10.00,E042-57-21.01,N44-14-22.65,E043-03-12.79,117.10,E07.0,ILS12,,,
URMM,154MD,B, ,APPTRN,12,7000,154MD,WPT, ,IF, , ,,,3010A,,,,, , ,,,,,N44-22-10.00,E042-57-21.01,,,,,ILS12,,,
URMM,154MD,B, ,APPTRN,12,7000,----, , ,CI, , ,294.96,,,,,,, , ,,,,,,,,,,,ILS12,,,
URMM,154MD,B, ,APPTRN,12,7000,127MD,WPT,L,CF, ,Y,204.96,,3010A,,,2.00,,MNW,,,,,,N44-20-30.97,E042-53-28.03,N44-14-22.65,E043-03-12.79,117.10,E07.0,ILS12,,,
URMM,154MD,B, ,APPTRN,12,7000,CI12,WPT,L,CF, , ,114.96,,3010A,,,1.00,,IMD,,,,,,N44-18-27.99,E042-54-10.98,N44-12-52.51,E043-06-36.03,111.70,E07.0,ILS12,,,
URMM,ILS30,B, ,APP,30,7000,CI30,WPT, ,IF, , ,,,3020,,,,, , ,,,,,N44-08-49.02,E043-15-35.99,,,,,ILS30,,,
URMM,ILS30,B, ,APP,30,7000,FI30,WPT, ,CF, , ,294.96,,3010,,3010,1.90,,IMW,,-2.99,,,,N44-09-49.97,E043-13-20.96,N44-14-18.79,E043-03-25.46,109.30,E07.0,ILS30,,,
URMM,ILS30,B, ,APP,30,7000,RW30,RWY, ,CF,Y,Y,294.96,,1090,,,6.00,,IMW,,-2.99,,,,N44-13-02.86,E043-06-13.16,N44-14-18.79,E043-03-25.46,109.30,E07.0,ILS30,,,
URMM,ILS30,B, ,APP,30,7000,RW30,RWY, ,FA, , ,294.96,,1440A,,,,,MNW,,,,,,N44-13-02.86,E043-06-13.16,N44-14-22.65,E043-03-12.79,117.10,E07.0,ILS30,,,
URMM,ILS30,B, ,APP,30,7000,----, ,R,VI, , ,24.96,,,,,,, , ,,,,,,,,,,,ILS30,,,
URMM,ILS30,B, ,APP,30,7000,276MD,WPT,R,CF, , ,114.96,,3020A,,,10.00,,MNW,,,,,,N44-12-30.03,E043-18-48.03,N44-14-22.65,E043-03-12.79,117.10,E07.0,ILS30,,,
URMM,276MD,B, ,APPTRN,30,7000,276MD,WPT, ,IF, , ,,,3020A,,,,, , ,,,,,N44-12-30.03,E043-18-48.03,,,,,ILS30,,,
URMM,276MD,B, ,APPTRN,30,7000,----, , ,VI, , ,114.96,,,,,,, , ,,,,,,,,,,,ILS30,,,
URMM,276MD,B, ,APPTRN,30,7000,288MD,WPT,R,CF, ,Y,204.96,,3020A,,,2.00,,KTS,,,,,,N44-09-17.99,E043-18-35.98,N42-10-32.59,E042-29-05.27,113.60,E06.0,ILS30,,,
URMM,276MD,B, ,APPTRN,30,7000,CI30,WPT,R,CF, , ,294.96,,3020A,,,1.00,,IMW,,,,,,N44-08-49.02,E043-15-35.99,N44-14-18.79,E043-03-25.46,109.30,E07.0,ILS30,,,
URMM,RNV12,B, ,APP,12,7000,MW002,WPT, ,IF, , ,,,3010,,,,, , ,,,,,N44-17-23.03,E042-56-35.97,,,,,RNV12,,,
URMM,RNV12,B, ,APP,12,7000,MW010,WPT, ,TF,Y,Y,,,1090,,,,, , ,-2.99,,,,N44-14-09.98,E043-03-45.00,,,,,RNV12,,,
URMM,RNV12,B, ,APP,12,7000,MW022,WPT, ,TF, ,Y,,,,,,,, , ,,,,,N44-11-49.01,E043-08-58.01,,,,,RNV12,,,
URMM,RNV12,B, ,APP,12,7000,MW008,WPT,L,DF, , ,,,3010,,,,, , ,,,,,N44-19-32.03,E043-03-13.02,,,,,RNV12,,,
URMM,MW003,B, ,APPTRN,12,7000,MW003,WPT, ,IF, , ,,,3010,,,,, , ,,,,,N44-19-15.96,E042-52-22.98,,,,,RNV12,,,
URMM,MW003,B, ,APPTRN,12,7000,MW002,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-17-23.03,E042-56-35.97,,,,,RNV12,,,
URMM,MW005,B, ,APPTRN,12,7000,MW005,WPT, ,IF, , ,,,3010,,,,, , ,,,,,N44-22-56.97,E042-55-36.03,,,,,RNV12,,,
URMM,MW005,B, ,APPTRN,12,7000,MW003,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-19-15.96,E042-52-22.98,,,,,RNV12,,,
URMM,MW005,B, ,APPTRN,12,7000,MW002,WPT, ,TF, , ,,,3010,,,,, , ,,,,,N44-17-23.03,E042-56-35.97,,,,,RNV12,,,
URMM,RNV30,B, ,APP,30,7000,MW016,WPT, ,IF, , ,,,3020,,,,, , ,,,,,N44-09-49.97,E043-13-20.96,,,,,RNV30,,,
URMM,RNV30,B, ,APP,30,7000,MW009,WPT, ,TF,Y,Y,,,1090,,,,, , ,-2.99,,,,N44-13-03.01,E043-06-13.01,,,,,RNV30,,,
URMM,RNV30,B, ,APP,30,7000,MW023,WPT, ,TF, ,Y,,,,,,,, , ,,,,,N44-15-36.97,E043-00-31.96,,,,,RNV30,,,
URMM,RNV30,B, ,APP,30,7000,MW017,WPT,R,DF, , ,,,3020,,,,, , ,,,,,N44-16-37.99,E043-09-40.03,,,,,RNV30,,,
URMM,MW013,B, ,APPTRN,30,7000,MW013,WPT, ,IF, , ,,,,,,,, , ,,,,,N44-11-39.97,E043-20-37.02,,,,,RNV30,,,
URMM,MW013,B, ,APPTRN,30,7000,MW014,WPT, ,TF, , ,,,,,,,, , ,,,,,N44-08-00.00,E043-17-24.99,,,,,RNV30,,,
URMM,MW013,B, ,APPTRN,30,7000,MW016,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-09-49.97,E043-13-20.96,,,,,RNV30,,,
URMM,MW014,B, ,APPTRN,30,7000,MW014,WPT, ,IF, , ,,,,,,,, , ,,,,,N44-08-00.00,E043-17-24.99,,,,,RNV30,,,
URMM,MW014,B, ,APPTRN,30,7000,MW016,WPT, ,TF, , ,,,3020,,,,, , ,,,,,N44-09-49.97,E043-13-20.96,,,,,RNV30,,,
URMM,VOR12,B, ,APP,12,7000,CD12,WPT, ,IF, , ,,,3010,,,,, , ,,,,,N44-18-43.98,E042-54-25.96,,,,,VOR12,,,
URMM,VOR12,B, ,APP,12,7000,FD12,WPT, ,TF, , ,,,3010,,,,,MNW,,,,,,N44-17-23.03,E042-56-35.97,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR12,,,
URMM,VOR12,B, ,APP,12,7000,05DME,WPT, ,TF, , ,,,1400A,,,,,MNW,,-3.08,,,,N44-14-41.42,E043-02-33.94,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR12,,,
URMM,VOR12,B, ,APP,12,7000,MNW,VOR, ,TF,Y,Y,,,1230,,,,,MNW,,-3.08,,,,N44-14-22.65,E043-03-12.79,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR12,,,
URMM,VOR12,B, ,APP,12,7000,----, , ,CA, , ,114.96,,1700A,,,,, , ,,,,,,,,,,,VOR12,,,
URMM,VOR12,B, ,APP,12,7000,----, ,L,VI, , ,294.96,,,,,,, , ,,,,,,,,,,,VOR12,,,
URMM,VOR12,B, ,APP,12,7000,MNW,VOR, ,FM, , ,331.00,,3010,,,,,MNW,,,,,,N44-14-22.65,E043-03-12.79,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR12,,,
URMM,D281L,B, ,APPTRN,12,7000,D281L,WPT, ,IF, , ,,,3010,,,,, , ,,,,,N44-17-57.02,E042-47-42.96,,,,,VOR12,,,
URMM,D281L,B, ,APPTRN,12,7000,D290K,WPT, ,TF, ,Y,,,3010,,,,, , ,,,,,N44-19-25.00,E042-49-03.99,,,,,VOR12,,,
